BLDG_ID_x,Height,Usage,SAID,X,Y,Area,travel_time,travel_distance
52930393,12.130000000000001,,90000121,180200.710300000006100,574974.821400000015274,304.783782200000019,749,3538
52883006,20.539999999999999,,90000522,180065.081000000005588,572689.518900000024587,355.209567499999991,324,1650
52933684,81.400000000000006,7600,90000611,179351.422400000010384,572707.873099999967963,2071.640300000000025,410,1606
52840155,73.109999999999999,,90000623,180885.096599999989849,573033.590699999942444,799.248900000000049,292,1518
52933413,66.170000000000002,,90000631,181107.835200000001350,573174.441299999947660,579.755300000000034,334,1686
53392534,65.459999999999994,6512,90000623,180920.570899999991525,573010.545099999988452,523.181100000000015,271,1079
52981868,64.629999999999995,,90000623,180899.546499999996740,573068.776399999973364,782.861599999999953,336,1564
53391127,64.099999999999994,,90000121,179968.512900000001537,574952.928500000038184,705.728050000000053,752,3796
52827935,63.049999999999997,,90000414,178090.549999999988358,571753.615400000009686,524.205945300000053,637,3770
53393355,62.969999999999999,7600,90000414,178126.605099999986123,571751.535099999979138,575.885300000000029,647,3867
52947851,60.380000000000003,,90000413,178782.344000000011874,572208.676399999996647,506.076999999999998,492,2699
52940283,59.780000000000001,,90000413,178748.520400000008522,572211.052900000009686,463.509549999999990,455,2436
52999747,59.159999999999997,2302,90000623,180784.913200000009965,572790.911399999982677,1000.618550000000027,192,500
52881018,58.880000000000003,2303,90000623,180820.621600000013132,572824.389800000004470,1034.804049999999961,273,1082
52948619,58.420000000000002,,90000121,179923.394900000013877,574929.770999999949709,736.171849999999949,720,3708
52818950,56.409999999999997,,90000414,178691.179100000008475,572303.017899999977089,520.546794900000009,463,2470
53035306,56.200000000000003,,90000413,178189.875900000013644,571668.833800000022165,496.483150000000023,668,3494
53092257,56.119999999999997,,90000413,178182.150400000013178,571711.560500000021420,516.132050000000049,587,3208
52851318,54.829999999999998,,90000414,178696.252700000011828,572257.852399999974295,551.480088000000023,535,2944
53155917,54.289999999999999,,90000513,180477.266299999988405,573423.951899999985471,671.129050000000007,280,1375
52904413,53.930000000000000,,90000412,178987.692199999990407,571642.194299999973737,446.010654600000009,568,2703
53444626,53.520000000000003,5253,90000434,179339.454200000007404,573065.819800000055693,704.030349999999999,414,1835
52784326,52.770000000000003,5253,90000434,179310.089600000006612,573034.113600000040606,678.930500000000052,621,3219
52800991,52.729999999999997,,90000432,178802.545500000007451,573499.259599999990314,536.351850000000013,594,2935
52825529,52.469999999999999,,90000612,179506.120100000000093,571466.469599999953061,610.689899999999966,524,2286
52929056,52.359999999999999,,90000611,179413.123599999991711,572712.046600000001490,341.881349999999998,417,1629
52826429,52.119999999999997,,90000412,179140.217399999994086,571595.467700000037439,629.473849999999970,554,2552
52786159,51.759999999999998,,90000412,178915.851300000009360,571668.657000000006519,660.274300000000039,576,2775
52948417,51.359999999999999,,90000412,178782.494000000006054,571698.245699999970384,680.165300000000002,537,2800
53409410,50.930000000000000,,90000632,181843.005600000004051,573507.292000000015832,477.412699999999973,397,2414
53052337,50.280000000000001,1000,90000633,181536.816099999996368,573992.296100000035949,824.009450000000015,438,2627
52950522,49.340000000000003,5253,90000434,179150.264599999994971,573310.967700000037439,568.520650000000046,523,2322
52822189,48.850000000000001,,90000415,177460.032399999996414,572177.833800000022165,1039.821300000000065,689,3705
52782133,48.799999999999997,,90000432,178750.399000000004889,573534.720300000044517,537.515099999999961,550,2637
52828906,48.659999999999997,,90000612,179362.477799999993294,571429.864799999981187,763.127749999999992,596,3608
52835239,47.820000000000000,7600,90000412,179072.608700000011595,571616.709299999987707,587.906849999999963,558,2615
53141374,47.340000000000003,,90000611,179621.159699999989243,572691.192500000004657,492.751500000000021,312,1252
52827072,47.240000000000002,,90000611,179658.974300000001676,572690.716099999961443,632.168999999999983,402,1558
53015957,46.799999999999997,,90000432,178794.215499999991152,573548.932200000039302,533.508900000000040,512,2575
52981005,46.619999999999997,7600,90000512,180125.685200000007171,573753.619799999985844,980.154549999999972,423,2102
53387294,46.130000000000003,6512,90000631,181367.620400000014342,572819.530900000012480,833.225249999999960,342,1815
52955609,45.430000000000000,,90000414,177978.620599999994738,571970.743299999972805,797.026262500000030,653,3414
53161621,44.430000000000000,,90000121,180465.833600000012666,575208.640299999970011,742.864937499999996,672,3246
53412725,44.159999999999997,,90000422,178182.067700000014156,573034.881000000052154,588.382449999999949,663,3511
52810376,43.439999999999998,6535,90000634,181008.193999999988591,574034.640699999989010,10483.082479999999123,415,2125
52808151,43.130000000000003,,90000513,180542.309999999997672,573691.736499999999069,445.871449999999982,354,1745
52821455,43.039999999999999,,90000631,181186.243599999987055,573359.956200000015087,765.117700000000013,325,1640
53166172,41.990000000000002,,90000422,178168.772300000011455,573104.054299999959767,582.555399999999963,636,3455
53410203,41.549999999999997,1000,90000631,181075.543299999990268,573174.921699999948032,496.729649999999992,288,1479
53183742,40.524985000000001,6512,90000423,179241.165199999988545,572763.489100000006147,1981.311200000000099,443,2041
52978702,40.140000000000001,,90000414,177962.146600000007311,572026.922200000029989,939.631099999999947,636,3358
53386159,38.210000000000001,,90000211,179772.089199999987613,574548.620299999951385,511.984500000000025,660,3411
52825475,37.829999999999998,6512,90000223,177644.787500000005821,573790.957199999946170,413.288000000000011,726,3746
52928878,37.579999999999998,6512,90000433,178694.198600000003353,573808.791500000050291,349.000736800000027,665,3449
53064228,37.359999999999999,,90000415,177830.096599999989849,571548.722799999988638,759.773893000000044,751,4068
52994847,37.320000000000000,,90000415,177776.962599999998929,571925.351400000043213,582.289949999999976,689,3913
52828349,37.299999999999997,,90000415,177777.047699999995530,571526.187700000009499,744.708836199999951,721,4375
52889665,37.170000000000002,,90000211,179866.228399999992689,574654.482899999944493,509.229199999999992,626,3414
53401925,37.100000000000001,,90000422,178039.624000000010710,572684.107399999978952,740.237700000000018,668,3214
51662303,37.019987000000000,5900,90000623,181065.181799999991199,572982.622100000036880,4696.121399999999994,299,1096
53411128,36.469999999999999,,90000611,179747.602799999993294,572667.751900000032037,2081.015100000000075,428,1665
52948103,36.439999999999998,,90000211,179787.689699999988079,574600.362899999949150,509.180900000000008,657,3401
52842773,36.359999999999999,6520,90000611,179437.828700000012759,572606.170099999988452,515.480000000000018,368,1479
53143182,36.299999999999997,,90000611,179419.969600000011269,572640.960500000044703,605.854950000000031,390,1540
52805914,36.250000000000000,,90000211,179800.166800000006333,574653.552900000009686,511.450199999999995,685,3562
52922237,36.250000000000000,,90000414,178850.636700000002747,572427.799299999955110,924.843449999999962,426,2197
53041692,36.149999999999999,,90000414,178003.641800000012154,571917.195900000049733,840.655507100000023,669,3474
52928743,35.630000000000003,,90000214,178809.799900000012713,575042.743299999972805,809.172400000000039,803,4162
52784587,35.549999999999997,,90000611,179383.364899999985937,572649.265800000051968,568.335950000000025,402,1578
52832345,35.490000000000002,,90000422,177989.445100000011735,572832.974799999967217,455.866554599999972,666,3336
52839029,35.350000000000001,7600,90000214,178776.812399999995250,575080.314400000032037,508.792950000000019,809,4221
52800315,35.329999999999998,,90000211,179755.393500000005588,574496.982899999944493,510.869300000000010,653,3357
52811852,35.240000000000002,,90000214,178538.590800000005402,575087.793799999984913,236.738450000000000,891,4516
52841996,35.229999999999997,,90000214,178489.548399999999674,575113.069600000046194,261.530250000000024,891,4989
52789959,35.219999999999999,,90000422,177957.778900000004796,572800.444099999964237,457.883873699999981,666,3397
53107396,35.180000000000000,,90000211,179800.246799999993527,574504.270999999949709,509.627650000000017,606,3242
52837014,35.079999999999998,,90000415,177743.842700000008335,571884.808300000033341,606.604150000000004,683,3865
52830624,35.009999999999998,,90000214,178525.399700000009034,575041.254300000029616,451.346949999999993,883,4516
52799852,34.810000000000002,,90000211,179850.462700000003679,574600.982899999944493,509.158349999999984,616,3351
53155631,34.579999999999998,,90000415,177719.693599999998696,571948.810300000011921,529.186599999999999,695,3725
53159159,34.539999999999999,,90000433,178727.373200000001816,573773.900600000051782,374.789699999999982,645,3389
53156551,34.530000000000001,,90000211,179826.614200000010896,574552.770999999949709,509.340750000000014,611,3298
53403206,34.530000000000001,,90000312,177536.164400000008754,575008.569099999964237,374.648900000000026,985,5627
52965371,34.490000000000002,,90000312,177530.759599999990314,575075.190100000007078,355.717800000000011,949,5243
52919990,34.439999999999998,6535,90000623,180029.979599999991478,572119.621799999964423,1374.336399999999912,382,1754
52826400,34.399999999999999,,90000313,177406.142599999991944,575035.036500000045635,433.700550000000021,966,5660
52956093,34.299999999999997,,90000431,178627.830400000006193,573222.364300000015646,367.423200000000008,636,2892
53015023,34.270000000000003,,90000513,180595.246799999993527,573554.606400000047870,559.788649999999961,331,1557
53000146,34.180000000000000,,90000413,178476.990900000004331,571545.369100000010803,306.707249999999988,608,3207
53119131,34.180000000000000,,90000211,179773.850399999995716,574457.552900000009686,511.066050000000018,602,3189
52808626,34.170000000000002,,90000513,180540.937700000009499,573635.890600000042468,517.622749999999996,302,1583
52881654,34.170000000000002,,90000611,179954.190100000007078,572624.577700000023469,439.655449999999973,370,1155
52933122,34.170000000000002,,90000422,178042.245400000014342,572816.644599999999627,387.866899999999987,630,3244
53162436,34.020000000000003,,90000214,178590.120300000009593,575076.150200000032783,258.756449999999973,867,4455
53183845,33.975000000000001,7600,90000214,178661.814699999988079,575099.465699999942444,702.606099999999969,824,4337
52831491,33.840000000000003,,90000414,178205.321499999990920,572070.688800000003539,682.281849999999963,586,3108
52936115,33.810000000000002,,90000422,178396.195100000011735,572698.157000000006519,679.157249999999976,528,2940
52954785,33.759999999999998,,90000422,178017.250999999989290,572864.938399999984540,464.152482599999985,675,3379
52837504,33.740000000000002,,90000312,177509.510100000014063,575042.548900000052527,345.041699999999992,994,5648
52955610,33.729999999999997,5253,90000434,179148.864600000000792,573255.724700000020675,948.661200000000008,476,2204
52809897,33.640000000000001,,90000513,180602.073499999998603,573609.176399999996647,558.427400000000034,344,1598
52791270,33.570000000000000,,90000413,178443.316900000005262,571543.396999999997206,371.349600000000009,611,3234
53405853,33.560000000000002,,90000415,177805.022300000011455,572216.617300000041723,491.959850000000017,637,3498
53024356,33.530000000000001,,90000513,180603.709899999987101,573718.145699999993667,558.719550000000027,364,1751
52949122,33.490000000000002,,90000414,178055.593699999997625,571835.526599999982864,797.300154300000031,642,3436
52792680,33.450000000000003,,90000513,180602.748699999996461,573663.394399999990128,560.577250000000049,362,1766
52995520,33.439999999999998,,90000414,178158.692600000009406,572030.688800000003539,682.469699999999989,666,3359
52952355,33.390000000000001,1000,90000631,181394.733600000006845,572777.419600000022911,738.224100000000021,358,1863
52843683,33.280000000000001,,90000422,178394.037600000010571,572660.046199999982491,737.488899999999944,522,2894
53410394,33.210000000000001,6520,90000214,178742.413800000009360,575092.560399999958463,248.430100000000010,817,4260
53432640,33.189999999999998,,90000412,178825.478200000012293,571774.984900000039488,404.141149999999982,617,2956
53127842,33.100000000000001,,90000312,177483.361000000004424,575104.500099999946542,358.541600000000017,980,5735
53056965,33.070000000000000,,90000121,180446.042500000010477,574962.067500000004657,474.292449999999974,752,3560
52983457,33.009999999999998,5253,90000215,178898.528200000000652,574799.709900000016205,1361.556000000000040,758,3899
53388120,33.000000000000000,,90000513,180658.347999999998137,573685.617800000007264,1681.643550000000005,362,1804
53394079,32.990000000000002,,90000312,177447.544400000013411,575085.862800000002608,347.657649999999990,975,5697
52954491,32.979999999999997,,90000313,177381.036599999992177,574998.353800000040792,497.444450000000018,972,5671
53387376,32.969999999999999,,90000415,177589.157199999986915,572187.585800000000745,529.568999999999960,655,3580
53425430,32.969999999999999,,90000313,177371.348499999992782,575067.459400000050664,467.469100000000026,975,5712
52788514,32.869999999999997,,90000415,177765.364299999986542,572212.497300000046380,494.559050000000013,631,3464
52933695,32.820000000000000,7600,90000221,178209.314299999998184,573969.129300000029616,350.681800000000010,728,3505
52932157,32.740000000000002,,90000415,177844.200699999986682,572215.124599999981001,469.862549999999999,711,4157
52803335,32.719999999999999,,90000423,178726.341300000000047,572606.280999999959022,494.837649999999996,587,2488
52956318,32.710000000000001,,90000422,178075.124400000000605,573208.338899999973364,388.856299999999976,571,3297
52936507,32.700000000000003,1000,90000623,180896.429399999993620,572745.071299999952316,7952.128937999999835,282,1516
52837828,32.680000000000000,,90000612,179250.104099999996834,571484.960500000044703,450.617900000000020,539,2357
52836372,32.649999999999999,,90000612,179181.138100000011036,571525.248600000049919,451.624450000000024,551,2437
53164052,32.640000000000001,,90000513,180409.258399999991525,573450.465699999942444,1055.809600000000046,318,1517
52803207,32.630000000000003,,90000216,178989.054800000012619,574545.678799999994226,357.407108999999991,716,3627
52946855,32.570000000000000,,90000522,179730.841199999995297,572776.273599999956787,441.233900000000006,362,1795
52830560,32.539999999999999,,90000513,180365.089700000011362,573465.811100000049919,484.557399999999973,330,1564
52800021,32.490000000000002,,90000523,179354.635600000008708,572885.407299999962561,406.700499999999977,451,1861
52841207,32.490000000000002,,90000623,181169.630499999999302,572794.634599999990314,520.702099999999973,370,2023
52940341,32.450000000000003,,90000422,178288.513299999991432,572669.827000000048429,491.236499999999978,606,3124
52825461,32.409999999999997,,90000431,179285.372999999992317,572890.136199999949895,515.404149999999959,483,1928
52827605,32.350000000000001,6520,90000523,179375.016299999988405,572927.097399999969639,407.860149999999976,444,1815
52808582,32.310000000000002,,90000225,177801.196100000001024,574193.849900000030175,369.701900000000023,848,4315
53427653,32.299999999999997,,90000214,178389.610500000009779,575249.702000000048429,506.032500000000027,901,4951
53044687,32.289999999999999,,90000216,178802.537299999996321,574270.579099999973550,384.202299999999980,710,3672
53448847,32.259999999999998,7600,90000214,178719.639300000009825,575080.418999999994412,240.078100000000006,818,4280
52932166,32.210000000000001,,90000423,178741.232500000012806,572571.569099999964237,495.697499999999991,581,2478
52837970,32.180000000000000,,90000214,178467.462100000004284,575130.901700000045821,379.052900000000022,843,4524
52753883,32.170000000000002,,90000225,178029.247499999997672,574228.717300000018440,365.521650000000022,766,3883
52812707,32.170000000000002,,90000513,180319.200000000011642,573461.377699999953620,1013.483600000000024,334,1606
53048796,32.149999999999999,,90000513,180540.401099999988219,573580.084799999953248,465.943100000000015,337,1577
52838870,32.130000000000003,,90000225,177779.850500000000466,574163.090100000030361,319.682650000000024,862,4144
52791286,32.119999999999997,,90000225,177872.166399999987334,574191.887699999962933,330.592199999999991,839,4290
52824321,32.090000000000003,,90000214,178500.279399999999441,575000.996299999998882,430.603850000000023,901,4574
52928742,32.079999999999998,,90000422,177975.958299999998417,572948.883900000015274,454.664850000000001,655,3623
53038737,32.049999999999997,,90000225,177969.053000000014435,574204.471000000019558,340.603299999999990,772,3905
52823336,32.039999999999999,,90000422,178073.149100000009639,572861.926499999943189,387.740400000000022,604,3200
