assets ID,bldgID,BuildingYear,AssetFloor
50199415,53162348,,
50169605,53162435,,
50169605,53162435,,
50169606,53162435,,
50160037,53162504,,
50160037,53162504,,
50160037,53162504,,
50162221,53155563,,
50162221,53155563,,
50162221,53155563,,
50138140,53153131,1973,
50138141,53153131,1973,
50138142,53153131,1973,
50190651,53155192,,
50190651,53155192,,
50190651,53155192,,
50201632,53152685,1967,2
50201632,53152685,1967,2
50201632,53152685,1967,2
50167007,53156827,,
50167008,53156827,,
50167008,53156827,,
50202781,53153222,1990,
50202781,53153222,1990,
50202781,53153222,1990,
50138301,53153223,,
50138302,53153223,,
50138303,53153223,,
50115261,53452242,,
50115262,53452242,,
50115262,53452242,,
50167939,53171031,1991,
50167940,53171031,1991,
50167940,53171031,1991,
50168397,53153227,,
50168398,53153227,,
50168398,53153227,,
50167618,53153237,1990,
